"organism";"seq";"address"
"Methanobrevibacter wolinii";"NZ_KK211379.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KK211379.1"
"Methanobrevibacter wolinii";"NZ_KK211378.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KK211378.1"
"Methanobrevibacter wolinii";"NZ_KK211377.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KK211377.1"
"Methanobrevibacter wolinii";"NZ_KK211376.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KK211376.1"
"Methanobrevibacter wolinii";"NZ_KK211375.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_KK211375.1"
"Methanobrevibacter wolinii";"NZ_JHWX01000032.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JHWX01000032.1"
"Methanobrevibacter wolinii";"NZ_JHWX01000031.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JHWX01000031.1"
"Methanobrevibacter wolinii";"NZ_JHWX01000030.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JHWX01000030.1"
"Methanobrevibacter wolinii";"NZ_JHWX01000029.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JHWX01000029.1"
"Methanobrevibacter wolinii";"NZ_JHWX01000028.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JHWX01000028.1"
"Methanobrevibacter wolinii";"NZ_JHWX01000027.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JHWX01000027.1"
"Methanobrevibacter wolinii";"NZ_JHWX01000026.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JHWX01000026.1"
"Methanocalculus chunghsingensis";"NR_041828.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_041828.1"
"Methanocalculus chunghsingensis";"JF504674.1";"https://www.ncbi.nlm.nih.gov/nuccore/JF504674.1"
"Methanocalculus chunghsingensis";"JF504673.1";"https://www.ncbi.nlm.nih.gov/nuccore/JF504673.1"
"Methanocalculus chunghsingensis";"AF347025.1";"https://www.ncbi.nlm.nih.gov/nuccore/AF347025.1"
"Methanocalculus chunghsingensis";"AY234332.1";"https://www.ncbi.nlm.nih.gov/nuccore/AY234332.1"
"Methanocalculus chunghsingensis";"AF321115.1";"https://www.ncbi.nlm.nih.gov/nuccore/AF321115.1"
"Methanocalculus halotolerans";"NR_024870.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_024870.1"
"Methanocalculus halotolerans";"AF033672.1";"https://www.ncbi.nlm.nih.gov/nuccore/AF033672.1"
"Methanocalculus natronophilus";"KM259866.1";"https://www.ncbi.nlm.nih.gov/nuccore/KM259866.1"
"Methanocalculus natronophilus";"KM259861.1";"https://www.ncbi.nlm.nih.gov/nuccore/KM259861.1"
"Methanocalculus natronophilus";"NR_118529.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_118529.1"
"Methanocalculus natronophilus";"JX966306.1";"https://www.ncbi.nlm.nih.gov/nuccore/JX966306.1"
"Methanocalculus pumilus";"NR_028148.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_028148.1"
"Methanocalculus pumilus";"AB008853.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB008853.1"
"Methanocalculus taiwanensis";"NR_104562.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_104562.1"
"Methanocalculus taiwanensis";"AF411470.1";"https://www.ncbi.nlm.nih.gov/nuccore/AF411470.1"
"Methanocalculus taiwanensis";"AF172443.2";"https://www.ncbi.nlm.nih.gov/nuccore/AF172443.2"
"Methanocaldococcus fervens";"CP001697.1";"https://www.ncbi.nlm.nih.gov/nuccore/CP001697.1"
"Methanocaldococcus fervens";"NC_013157.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_013157.1"
"Methanocaldococcus fervens";"NC_013156.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_013156.1"
"Methanocaldococcus fervens";"HG985664.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985664.1"
"Methanocaldococcus fervens";"HG985663.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985663.1"
"Methanocaldococcus fervens";"HG985662.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985662.1"
"Methanocaldococcus fervens";"HG985661.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985661.1"
"Methanocaldococcus fervens";"HG985660.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985660.1"
"Methanocaldococcus fervens";"HG985659.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985659.1"
"Methanocaldococcus fervens";"HG985658.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985658.1"
"Methanocaldococcus fervens";"HG985657.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985657.1"
"Methanocaldococcus fervens";"HG985656.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985656.1"
"Methanocaldococcus fervens";"HG985655.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985655.1"
"Methanocaldococcus fervens";"HG985654.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985654.1"
"Methanocaldococcus fervens";"HG985653.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985653.1"
"Methanocaldococcus fervens";"HG985652.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985652.1"
"Methanocaldococcus fervens";"HG985651.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985651.1"
"Methanocaldococcus fervens";"HG985650.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985650.1"
"Methanocaldococcus fervens";"HG985649.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985649.1"
"Methanocaldococcus fervens";"HG985648.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985648.1"
"Methanocaldococcus indicus";"NR_028861.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_028861.1"
"Methanocaldococcus indicus";"AF547621.1";"https://www.ncbi.nlm.nih.gov/nuccore/AF547621.1"
"Methanocaldococcus infernus";"AY354035.1";"https://www.ncbi.nlm.nih.gov/nuccore/AY354035.1"
"Methanocaldococcus infernus";"AY354032.1";"https://www.ncbi.nlm.nih.gov/nuccore/AY354032.1"
"Methanocaldococcus infernus";"AY354031.1";"https://www.ncbi.nlm.nih.gov/nuccore/AY354031.1"
"Methanocaldococcus infernus";"NC_014122.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_014122.1"
"Methanocaldococcus infernus";"NR_076743.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_076743.1"
"Methanocaldococcus infernus";"NR_074258.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_074258.1"
"Methanocaldococcus infernus";"NR_041698.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_041698.1"
"Methanocaldococcus infernus";"NR_075749.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_075749.1"
"Methanocaldococcus infernus";"KF952483.1";"https://www.ncbi.nlm.nih.gov/nuccore/KF952483.1"
"Methanocaldococcus infernus";"KF952482.1";"https://www.ncbi.nlm.nih.gov/nuccore/KF952482.1"
"Methanocaldococcus infernus";"KF952481.1";"https://www.ncbi.nlm.nih.gov/nuccore/KF952481.1"
"Methanocaldococcus infernus";"KF952472.1";"https://www.ncbi.nlm.nih.gov/nuccore/KF952472.1"
"Methanocaldococcus infernus";"KF952471.1";"https://www.ncbi.nlm.nih.gov/nuccore/KF952471.1"
"Methanocaldococcus infernus";"KF952470.1";"https://www.ncbi.nlm.nih.gov/nuccore/KF952470.1"
"Methanocaldococcus infernus";"KF952468.1";"https://www.ncbi.nlm.nih.gov/nuccore/KF952468.1"
"Methanocaldococcus infernus";"CP002009.1";"https://www.ncbi.nlm.nih.gov/nuccore/CP002009.1"
"Methanocaldococcus infernus";"AF025822.1";"https://www.ncbi.nlm.nih.gov/nuccore/AF025822.1"
"Methanocaldococcus infernus";"AY047495.1";"https://www.ncbi.nlm.nih.gov/nuccore/AY047495.1"
"Methanocaldococcus jannaschii";"5G5T_D";"https://www.ncbi.nlm.nih.gov/nuccore/5G5T_D"
"Methanocaldococcus jannaschii";"5D8H_A";"https://www.ncbi.nlm.nih.gov/nuccore/5D8H_A"
"Methanocaldococcus jannaschii";"LQ301308.1";"https://www.ncbi.nlm.nih.gov/nuccore/LQ301308.1"
"Methanocaldococcus jannaschii";"LF158572.1";"https://www.ncbi.nlm.nih.gov/nuccore/LF158572.1"
"Methanocaldococcus jannaschii";"LF158568.1";"https://www.ncbi.nlm.nih.gov/nuccore/LF158568.1"
"Methanocaldococcus jannaschii";"5DAR_D";"https://www.ncbi.nlm.nih.gov/nuccore/5DAR_D"
"Methanocaldococcus jannaschii";"5DAR_A";"https://www.ncbi.nlm.nih.gov/nuccore/5DAR_A"
"Methanocaldococcus jannaschii";"5D6G_0";"https://www.ncbi.nlm.nih.gov/nuccore/5D6G_0"
"Methanocaldococcus jannaschii";"AF414040.1";"https://www.ncbi.nlm.nih.gov/nuccore/AF414040.1"
"Methanocaldococcus jannaschii";"LG072261.1";"https://www.ncbi.nlm.nih.gov/nuccore/LG072261.1"
"Methanocaldococcus jannaschii";"LG078354.1";"https://www.ncbi.nlm.nih.gov/nuccore/LG078354.1"
"Methanocaldococcus jannaschii";"LG110650.1";"https://www.ncbi.nlm.nih.gov/nuccore/LG110650.1"
"Methanocaldococcus jannaschii";"NC_000909.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_000909.1"
"Methanocaldococcus jannaschii";"NC_001733.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_001733.1"
"Methanocaldococcus jannaschii";"NC_001732.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_001732.1"
"Methanocaldococcus jannaschii";"L77119.1";"https://www.ncbi.nlm.nih.gov/nuccore/L77119.1"
"Methanocaldococcus jannaschii";"L77118.1";"https://www.ncbi.nlm.nih.gov/nuccore/L77118.1"
"Methanocaldococcus jannaschii";"LP639041.1";"https://www.ncbi.nlm.nih.gov/nuccore/LP639041.1"
"Methanocaldococcus jannaschii";"LQ061530.1";"https://www.ncbi.nlm.nih.gov/nuccore/LQ061530.1"
"Methanocaldococcus jannaschii";"HZ423670.1";"https://www.ncbi.nlm.nih.gov/nuccore/HZ423670.1"
"Methanocaldococcus villosus";"NZ_APMM00000000.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM00000000.1"
"Methanocaldococcus villosus";"NZ_APMM01000081.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000081.1"
"Methanocaldococcus villosus";"NZ_APMM01000080.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000080.1"
"Methanocaldococcus villosus";"NZ_APMM01000079.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000079.1"
"Methanocaldococcus villosus";"NZ_APMM01000078.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000078.1"
"Methanocaldococcus villosus";"NZ_APMM01000077.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000077.1"
"Methanocaldococcus villosus";"NZ_APMM01000076.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000076.1"
"Methanocaldococcus villosus";"NZ_APMM01000075.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000075.1"
"Methanocaldococcus villosus";"NZ_APMM01000074.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000074.1"
"Methanocaldococcus villosus";"NZ_APMM01000073.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000073.1"
"Methanocaldococcus villosus";"NZ_APMM01000072.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000072.1"
"Methanocaldococcus villosus";"NZ_APMM01000071.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000071.1"
"Methanocaldococcus villosus";"NZ_APMM01000070.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000070.1"
"Methanocaldococcus villosus";"NZ_APMM01000069.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000069.1"
"Methanocaldococcus villosus";"NZ_APMM01000068.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000068.1"
"Methanocaldococcus villosus";"NZ_APMM01000067.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000067.1"
"Methanocaldococcus villosus";"NZ_APMM01000066.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000066.1"
"Methanocaldococcus villosus";"NZ_APMM01000065.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000065.1"
"Methanocaldococcus villosus";"NZ_APMM01000064.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000064.1"
"Methanocaldococcus villosus";"NZ_APMM01000063.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_APMM01000063.1"
"Methanocaldococcus vulcanius";"CP001789.1";"https://www.ncbi.nlm.nih.gov/nuccore/CP001789.1"
"Methanocaldococcus vulcanius";"CP001788.1";"https://www.ncbi.nlm.nih.gov/nuccore/CP001788.1"
"Methanocaldococcus vulcanius";"NC_013409.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_013409.1"
"Methanocaldococcus vulcanius";"NC_013408.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_013408.1"
"Methanocaldococcus vulcanius";"NC_013407.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_013407.1"
"Methanocaldococcus vulcanius";"HG986168.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG986168.1"
"Methanocaldococcus vulcanius";"HG986167.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG986167.1"
"Methanocaldococcus vulcanius";"HG986166.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG986166.1"
"Methanocaldococcus vulcanius";"HG986165.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG986165.1"
"Methanocaldococcus vulcanius";"HG986164.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG986164.1"
"Methanocaldococcus vulcanius";"HG986163.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG986163.1"
"Methanocaldococcus vulcanius";"HG986162.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG986162.1"
"Methanocaldococcus vulcanius";"HG986161.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG986161.1"
"Methanocaldococcus vulcanius";"HG986160.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG986160.1"
"Methanocaldococcus vulcanius";"HG986159.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG986159.1"
"Methanocaldococcus vulcanius";"HG986158.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG986158.1"
"Methanocaldococcus vulcanius";"HG986157.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG986157.1"
"Methanocaldococcus vulcanius";"HG986156.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG986156.1"
"Methanocaldococcus vulcanius";"HG986155.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG986155.1"
"Methanocaldococcus vulcanius";"HG986154.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG986154.1"
"Methanocella arvoryzae";"NC_009464.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_009464.1"
"Methanocella arvoryzae";"AM114193.2";"https://www.ncbi.nlm.nih.gov/nuccore/AM114193.2"
"Methanocella arvoryzae";"HG323531.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG323531.1"
"Methanocella arvoryzae";"NR_076231.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_076231.1"
"Methanocella arvoryzae";"NR_074232.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_074232.1"
"Methanocella arvoryzae";"NR_075189.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_075189.1"
"Methanocella arvoryzae";"KF431947.1";"https://www.ncbi.nlm.nih.gov/nuccore/KF431947.1"
"Methanocella arvoryzae";"GM737023.1";"https://www.ncbi.nlm.nih.gov/nuccore/GM737023.1"
"Methanocella conradii";"CP003243.1";"https://www.ncbi.nlm.nih.gov/nuccore/CP003243.1"
"Methanocella conradii";"JN081865.1";"https://www.ncbi.nlm.nih.gov/nuccore/JN081865.1"
"Methanocella conradii";"JN048683.1";"https://www.ncbi.nlm.nih.gov/nuccore/JN048683.1"
"Methanocella conradii";"NC_017034.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_017034.1"
"Methanocella conradii";"KP109881.1";"https://www.ncbi.nlm.nih.gov/nuccore/KP109881.1"
"Methanocella conradii";"KP109875.1";"https://www.ncbi.nlm.nih.gov/nuccore/KP109875.1"
"Methanocella conradii";"NR_118245.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_118245.1"
"Methanocella paludicola";"AP011532.1";"https://www.ncbi.nlm.nih.gov/nuccore/AP011532.1"
"Methanocella paludicola";"LQ023415.1";"https://www.ncbi.nlm.nih.gov/nuccore/LQ023415.1"
"Methanocella paludicola";"HG985955.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985955.1"
"Methanocella paludicola";"HG985954.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985954.1"
"Methanocella paludicola";"HG985953.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985953.1"
"Methanocella paludicola";"HG985952.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985952.1"
"Methanocella paludicola";"HG985951.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985951.1"
"Methanocella paludicola";"HG985950.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985950.1"
"Methanocella paludicola";"HG985949.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985949.1"
"Methanocella paludicola";"HG985948.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985948.1"
"Methanocella paludicola";"HG985947.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985947.1"
"Methanocella paludicola";"HG985946.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985946.1"
"Methanocella paludicola";"HG985945.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985945.1"
"Methanocella paludicola";"HG985944.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985944.1"
"Methanocella paludicola";"HG985943.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985943.1"
"Methanocella paludicola";"HG985942.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985942.1"
"Methanocella paludicola";"HG985941.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985941.1"
"Methanocella paludicola";"HG985940.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985940.1"
"Methanocella paludicola";"HG985939.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985939.1"
"Methanocella paludicola";"HG985938.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985938.1"
"Methanococcoides alaskense";"NR_029122.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_029122.1"
"Methanococcoides alaskense";"AB703632.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB703632.1"
"Methanococcoides alaskense";"AB353221.1";"https://www.ncbi.nlm.nih.gov/nuccore/AB353221.1"
"Methanococcoides alaskense";"AY941802.1";"https://www.ncbi.nlm.nih.gov/nuccore/AY941802.1"
"Methanococcoides alaskense";"AY941801.1";"https://www.ncbi.nlm.nih.gov/nuccore/AY941801.1"
"Methanococcoides burtonii";"LF149512.1";"https://www.ncbi.nlm.nih.gov/nuccore/LF149512.1"
"Methanococcoides burtonii";"AF199442.1";"https://www.ncbi.nlm.nih.gov/nuccore/AF199442.1"
"Methanococcoides burtonii";"AF003869.1";"https://www.ncbi.nlm.nih.gov/nuccore/AF003869.1"
"Methanococcoides burtonii";"LG109988.1";"https://www.ncbi.nlm.nih.gov/nuccore/LG109988.1"
"Methanococcoides burtonii";"LG076049.1";"https://www.ncbi.nlm.nih.gov/nuccore/LG076049.1"
"Methanococcoides burtonii";"NC_007955.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_007955.1"
"Methanococcoides burtonii";"HG985627.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985627.1"
"Methanococcoides burtonii";"HG985626.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985626.1"
"Methanococcoides burtonii";"HG985625.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985625.1"
"Methanococcoides burtonii";"HG985624.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985624.1"
"Methanococcoides burtonii";"HG985623.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985623.1"
"Methanococcoides burtonii";"HG985622.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985622.1"
"Methanococcoides burtonii";"HG985621.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985621.1"
"Methanococcoides burtonii";"HG985620.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985620.1"
"Methanococcoides burtonii";"HG985619.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985619.1"
"Methanococcoides burtonii";"HG985618.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985618.1"
"Methanococcoides burtonii";"HG985617.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985617.1"
"Methanococcoides burtonii";"HG985616.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985616.1"
"Methanococcoides burtonii";"HG985615.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985615.1"
"Methanococcoides burtonii";"HG985614.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG985614.1"
"Methanococcoides methylutens";"KT285309.1";"https://www.ncbi.nlm.nih.gov/nuccore/KT285309.1"
"Methanococcoides methylutens";"NZ_CP009518.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_CP009518.1"
"Methanococcoides methylutens";"NZ_JRHO00000000.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO00000000.1"
"Methanococcoides methylutens";"NZ_JRHO01000015.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO01000015.1"
"Methanococcoides methylutens";"NZ_JRHO01000014.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO01000014.1"
"Methanococcoides methylutens";"NZ_JRHO01000013.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO01000013.1"
"Methanococcoides methylutens";"NZ_JRHO01000012.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO01000012.1"
"Methanococcoides methylutens";"NZ_JRHO01000011.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO01000011.1"
"Methanococcoides methylutens";"NZ_JRHO01000010.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO01000010.1"
"Methanococcoides methylutens";"NZ_JRHO01000009.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO01000009.1"
"Methanococcoides methylutens";"NZ_JRHO01000008.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO01000008.1"
"Methanococcoides methylutens";"NZ_JRHO01000007.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO01000007.1"
"Methanococcoides methylutens";"NZ_JRHO01000006.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO01000006.1"
"Methanococcoides methylutens";"NZ_JRHO01000005.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO01000005.1"
"Methanococcoides methylutens";"NZ_JRHO01000004.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO01000004.1"
"Methanococcoides methylutens";"NZ_JRHO01000003.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO01000003.1"
"Methanococcoides methylutens";"NZ_JRHO01000002.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO01000002.1"
"Methanococcoides methylutens";"NZ_JRHO01000001.1";"https://www.ncbi.nlm.nih.gov/nuccore/NZ_JRHO01000001.1"
"Methanococcoides methylutens";"CP009518.1";"https://www.ncbi.nlm.nih.gov/nuccore/CP009518.1"
"Methanococcoides methylutens";"NR_104734.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_104734.1"
"Methanococcoides vulcani";"FOHQ00000000.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ00000000.1"
"Methanococcoides vulcani";"FOHQ01000001.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ01000001.1"
"Methanococcoides vulcani";"FOHQ01000002.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ01000002.1"
"Methanococcoides vulcani";"FOHQ01000003.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ01000003.1"
"Methanococcoides vulcani";"FOHQ01000004.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ01000004.1"
"Methanococcoides vulcani";"FOHQ01000005.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ01000005.1"
"Methanococcoides vulcani";"FOHQ01000006.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ01000006.1"
"Methanococcoides vulcani";"FOHQ01000007.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ01000007.1"
"Methanococcoides vulcani";"FOHQ01000008.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ01000008.1"
"Methanococcoides vulcani";"FOHQ01000009.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ01000009.1"
"Methanococcoides vulcani";"FOHQ01000010.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ01000010.1"
"Methanococcoides vulcani";"FOHQ01000011.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ01000011.1"
"Methanococcoides vulcani";"FOHQ01000012.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ01000012.1"
"Methanococcoides vulcani";"FOHQ01000013.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ01000013.1"
"Methanococcoides vulcani";"FOHQ01000014.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ01000014.1"
"Methanococcoides vulcani";"FOHQ01000015.1";"https://www.ncbi.nlm.nih.gov/nuccore/FOHQ01000015.1"
"Methanococcoides vulcani";"NR_133780.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_133780.1"
"Methanococcoides vulcani";"KF500004.1";"https://www.ncbi.nlm.nih.gov/nuccore/KF500004.1"
"Methanococcoides vulcani";"KC631821.1";"https://www.ncbi.nlm.nih.gov/nuccore/KC631821.1"
"Methanococcus aeolicus";"LF710050.1";"https://www.ncbi.nlm.nih.gov/nuccore/LF710050.1"
"Methanococcus aeolicus";"EU031434.1";"https://www.ncbi.nlm.nih.gov/nuccore/EU031434.1"
"Methanococcus aeolicus";"AY354034.1";"https://www.ncbi.nlm.nih.gov/nuccore/AY354034.1"
"Methanococcus aeolicus";"NC_009635.1";"https://www.ncbi.nlm.nih.gov/nuccore/NC_009635.1"
"Methanococcus aeolicus";"HG323551.1";"https://www.ncbi.nlm.nih.gov/nuccore/HG323551.1"
"Methanococcus aeolicus";"NR_076518.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_076518.1"
"Methanococcus aeolicus";"NR_074182.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_074182.1"
"Methanococcus aeolicus";"NR_029140.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_029140.1"
"Methanococcus aeolicus";"NR_075496.1";"https://www.ncbi.nlm.nih.gov/nuccore/NR_075496.1"
"Methanococcus aeolicus";"JC738636.1";"https://www.ncbi.nlm.nih.gov/nuccore/JC738636.1"
"Methanococcus aeolicus";"DI345661.1";"https://www.ncbi.nlm.nih.gov/nuccore/DI345661.1"
"Methanococcus aeolicus";"KF952484.1";"https://www.ncbi.nlm.nih.gov/nuccore/KF952484.1"
